87 TRUE radius:373.645496 length:327.317113 shell:58.517232 polydispersity:0.292880 contrast:2.547105 contrast_2:1.787621 REGRESSED radius:323.059833 length:315.146131 shell:48.274953 polydispersity:0.209983 contrast:2.454647 contrast_2:2.085474
89 TRUE radius:281.555189 length:247.995799 shell:41.880532 polydispersity:0.143206 contrast:3.478149 contrast_2:0.607025 REGRESSED radius:242.409449 length:239.356446 shell:92.127021 polydispersity:0.221725 contrast:3.644992 contrast_2:2.085474
90 TRUE radius:379.551857 length:317.217229 shell:93.948097 polydispersity:0.161884 contrast:1.412669 contrast_2:0.868066 REGRESSED radius:327.067975 length:360.966768 shell:124.787517 polydispersity:0.211117 contrast:1.147998 contrast_2:2.085474
91 TRUE radius:376.586627 length:315.517674 shell:67.498389 polydispersity:0.220044 contrast:1.713172 contrast_2:1.953863 REGRESSED radius:376.130696 length:218.170475 shell:67.711988 polydispersity:0.196690 contrast:1.649322 contrast_2:2.085474
93 TRUE radius:381.513073 length:316.156290 shell:43.575559 polydispersity:0.108420 contrast:0.671173 contrast_2:3.093236 REGRESSED radius:287.207868 length:263.022188 shell:42.065397 polydispersity:0.235895 contrast:1.802386 contrast_2:2.085474
95 TRUE radius:324.895272 length:281.668945 shell:110.704534 polydispersity:0.166562 contrast:1.367363 contrast_2:0.876707 REGRESSED radius:276.758834 length:309.818999 shell:113.481894 polydispersity:0.229553 contrast:0.975246 contrast_2:2.085474
96 TRUE radius:426.900889 length:356.913780 shell:26.503993 polydispersity:0.202438 contrast:1.235809 contrast_2:1.877429 REGRESSED radius:407.586852 length:214.957708 shell:32.259324 polydispersity:0.235547 contrast:1.147633 contrast_2:2.085474
97 TRUE radius:495.425361 length:425.155704 shell:140.877094 polydispersity:0.243738 contrast:2.365083 contrast_2:2.366590 REGRESSED radius:531.353997 length:424.184965 shell:138.186902 polydispersity:0.221839 contrast:2.334526 contrast_2:2.085474
99 TRUE radius:321.661180 length:261.422625 shell:91.296740 polydispersity:0.261740 contrast:3.261524 contrast_2:1.701103 REGRESSED radius:332.888069 length:263.499895 shell:84.091952 polydispersity:0.206657 contrast:3.292364 contrast_2:2.085474
100 TRUE radius:324.770137 length:254.953725 shell:31.652905 polydispersity:0.261337 contrast:1.263578 contrast_2:0.941715 REGRESSED radius:369.336535 length:252.734711 shell:32.642920 polydispersity:0.222055 contrast:1.000171 contrast_2:2.085474
101 TRUE radius:400.497552 length:315.724813 shell:120.136670 polydispersity:0.142354 contrast:0.577443 contrast_2:2.258787 REGRESSED radius:330.862465 length:272.336709 shell:109.660629 polydispersity:0.222439 contrast:0.961758 contrast_2:2.085474
104 TRUE radius:329.361477 length:261.839052 shell:33.840161 polydispersity:0.173075 contrast:2.162969 contrast_2:3.363260 REGRESSED radius:297.242045 length:252.667765 shell:22.344010 polydispersity:0.230941 contrast:2.669906 contrast_2:2.085474
105 TRUE radius:419.513942 length:311.777742 shell:51.286020 polydispersity:0.163612 contrast:3.130779 contrast_2:1.366152 REGRESSED radius:429.366346 length:340.379492 shell:62.743550 polydispersity:0.201841 contrast:2.836911 contrast_2:2.085474
109 TRUE radius:306.891516 length:245.809521 shell:73.062129 polydispersity:0.190106 contrast:2.679545 contrast_2:2.947243 REGRESSED radius:258.170472 length:240.307171 shell:77.499049 polydispersity:0.225136 contrast:2.558334 contrast_2:2.085474
110 TRUE radius:265.471481 length:201.607123 shell:81.567326 polydispersity:0.155798 contrast:3.128417 contrast_2:2.315522 REGRESSED radius:219.356168 length:193.767072 shell:77.470871 polydispersity:0.242284 contrast:3.311687 contrast_2:2.085474
111 TRUE radius:297.852746 length:238.079135 shell:36.845924 polydispersity:0.245341 contrast:2.174454 contrast_2:1.265556 REGRESSED radius:311.784089 length:243.044269 shell:37.675635 polydispersity:0.237925 contrast:1.821247 contrast_2:2.085474
112 TRUE radius:353.637802 length:276.883028 shell:40.038742 polydispersity:0.223820 contrast:1.376730 contrast_2:3.492003 REGRESSED radius:324.437243 length:205.047635 shell:44.146018 polydispersity:0.237010 contrast:1.224223 contrast_2:2.085474
113 TRUE radius:331.349196 length:243.966523 shell:51.433187 polydispersity:0.126601 contrast:1.539013 contrast_2:1.328167 REGRESSED radius:291.927661 length:278.969494 shell:48.085236 polydispersity:0.214678 contrast:1.705289 contrast_2:2.085474
114 TRUE radius:259.625430 length:199.021302 shell:52.450559 polydispersity:0.137320 contrast:1.017088 contrast_2:2.501009 REGRESSED radius:349.781646 length:191.024023 shell:49.014076 polydispersity:0.238493 contrast:1.140524 contrast_2:2.085474
115 TRUE radius:275.613705 length:220.511955 shell:66.808842 polydispersity:0.160090 contrast:1.436293 contrast_2:3.364542 REGRESSED radius:288.946058 length:201.639403 shell:62.385902 polydispersity:0.238308 contrast:1.826318 contrast_2:2.085474
116 TRUE radius:365.796667 length:277.748510 shell:25.987238 polydispersity:0.144429 contrast:1.418430 contrast_2:1.331235 REGRESSED radius:442.188035 length:222.448639 shell:39.174366 polydispersity:0.211841 contrast:0.992856 contrast_2:2.085474
117 TRUE radius:447.221073 length:338.076962 shell:132.832371 polydispersity:0.144617 contrast:0.779136 contrast_2:2.595153 REGRESSED radius:371.901797 length:327.635957 shell:130.927727 polydispersity:0.214923 contrast:1.233212 contrast_2:2.085474
118 TRUE radius:282.654211 length:211.924778 shell:39.746130 polydispersity:0.329336 contrast:2.611281 contrast_2:3.241363 REGRESSED radius:306.070024 length:202.866933 shell:36.446403 polydispersity:0.215593 contrast:2.921727 contrast_2:2.085474
121 TRUE radius:366.536231 length:285.760278 shell:126.929913 polydispersity:0.298552 contrast:1.690704 contrast_2:1.310987 REGRESSED radius:370.629731 length:300.950765 shell:98.784427 polydispersity:0.220872 contrast:1.308748 contrast_2:2.085474
122 TRUE radius:260.406187 length:211.507282 shell:25.044891 polydispersity:0.194093 contrast:0.907681 contrast_2:2.930948 REGRESSED radius:386.349617 length:175.003535 shell:42.826130 polydispersity:0.242343 contrast:1.519356 contrast_2:2.085474
123 TRUE radius:484.130600 length:379.903297 shell:157.354785 polydispersity:0.204663 contrast:1.941618 contrast_2:2.728909 REGRESSED radius:461.727354 length:349.232868 shell:121.157360 polydispersity:0.192467 contrast:2.155516 contrast_2:2.085474
124 TRUE radius:408.915465 length:322.840756 shell:132.307591 polydispersity:0.157222 contrast:1.295986 contrast_2:1.409396 REGRESSED radius:364.297480 length:367.032642 shell:142.019286 polydispersity:0.211444 contrast:1.207289 contrast_2:2.085474
126 TRUE radius:384.870118 length:309.903574 shell:95.817431 polydispersity:0.207148 contrast:0.522830 contrast_2:1.134735 REGRESSED radius:336.168117 length:255.106881 shell:98.981727 polydispersity:0.214912 contrast:0.741608 contrast_2:2.085474
128 TRUE radius:459.120131 length:348.256580 shell:27.689030 polydispersity:0.183538 contrast:1.579441 contrast_2:2.738796 REGRESSED radius:423.679800 length:202.393070 shell:20.112862 polydispersity:0.227317 contrast:1.691706 contrast_2:2.085474
129 TRUE radius:406.825966 length:310.174150 shell:111.376987 polydispersity:0.124530 contrast:2.411527 contrast_2:3.488606 REGRESSED radius:374.616957 length:307.032627 shell:106.609108 polydispersity:0.225681 contrast:2.777193 contrast_2:2.085474
130 TRUE radius:479.403295 length:351.977054 shell:106.371554 polydispersity:0.101433 contrast:2.295776 contrast_2:1.507320 REGRESSED radius:504.034789 length:392.450020 shell:118.667778 polydispersity:0.205448 contrast:1.957046 contrast_2:2.085474
131 TRUE radius:288.290226 length:212.013721 shell:61.906593 polydispersity:0.333272 contrast:1.141134 contrast_2:2.972056 REGRESSED radius:578.672665 length:189.742064 shell:60.126299 polydispersity:0.212526 contrast:1.360328 contrast_2:2.085474
135 TRUE radius:504.653237 length:406.948031 shell:153.628401 polydispersity:0.200539 contrast:3.294513 contrast_2:2.800929 REGRESSED radius:546.182942 length:364.933768 shell:139.394378 polydispersity:0.202693 contrast:3.798475 contrast_2:2.085474
136 TRUE radius:339.082856 length:264.789329 shell:82.140327 polydispersity:0.242167 contrast:2.672907 contrast_2:2.067087 REGRESSED radius:314.703865 length:279.260864 shell:82.910173 polydispersity:0.214341 contrast:2.609083 contrast_2:2.085474
137 TRUE radius:289.550135 length:221.865116 shell:59.840921 polydispersity:0.229333 contrast:1.957109 contrast_2:1.359242 REGRESSED radius:264.786808 length:299.720238 shell:58.242212 polydispersity:0.228438 contrast:1.570737 contrast_2:2.085474
138 TRUE radius:369.793851 length:296.860486 shell:79.912142 polydispersity:0.207955 contrast:1.332264 contrast_2:1.064277 REGRESSED radius:335.505759 length:297.231616 shell:72.069626 polydispersity:0.220852 contrast:1.023148 contrast_2:2.085474
142 TRUE radius:389.123054 length:308.644588 shell:52.264524 polydispersity:0.128159 contrast:3.036531 contrast_2:0.874241 REGRESSED radius:372.414330 length:338.448500 shell:75.996978 polydispersity:0.213190 contrast:2.781106 contrast_2:2.085474
144 TRUE radius:588.724386 length:431.317336 shell:146.033961 polydispersity:0.131434 contrast:1.727522 contrast_2:2.458856 REGRESSED radius:590.198327 length:412.057641 shell:130.507752 polydispersity:0.211744 contrast:1.836344 contrast_2:2.085474
145 TRUE radius:488.804364 length:366.827976 shell:56.978346 polydispersity:0.153885 contrast:2.497838 contrast_2:1.226756 REGRESSED radius:501.156701 length:422.147553 shell:93.276052 polydispersity:0.209017 contrast:2.252329 contrast_2:2.085474
146 TRUE radius:512.114035 length:395.758861 shell:154.108467 polydispersity:0.243428 contrast:2.936514 contrast_2:2.007718 REGRESSED radius:507.831817 length:406.161595 shell:163.521142 polydispersity:0.224021 contrast:2.798040 contrast_2:2.085474
147 TRUE radius:432.694460 length:343.839649 shell:138.575355 polydispersity:0.309113 contrast:3.156964 contrast_2:3.232334 REGRESSED radius:431.488721 length:304.187021 shell:127.092284 polydispersity:0.214333 contrast:3.667097 contrast_2:2.085474
148 TRUE radius:378.982373 length:299.754906 shell:67.807977 polydispersity:0.120086 contrast:2.219112 contrast_2:2.322668 REGRESSED radius:359.759415 length:256.656242 shell:60.868439 polydispersity:0.206924 contrast:2.297898 contrast_2:2.085474
150 TRUE radius:407.913421 length:289.577691 shell:119.648726 polydispersity:0.173977 contrast:2.228480 contrast_2:0.833045 REGRESSED radius:402.043174 length:296.464797 shell:106.033938 polydispersity:0.214875 contrast:1.791817 contrast_2:2.085474
151 TRUE radius:302.216608 length:200.362155 shell:35.989975 polydispersity:0.256022 contrast:1.280356 contrast_2:1.737814 REGRESSED radius:337.995711 length:203.349047 shell:27.110788 polydispersity:0.227773 contrast:1.133073 contrast_2:2.085474
