1 TRUE radius:253.945015 length:231.745839 shell:68.802894 polydispersity:0.185810 contrast:2.672259 contrast_2:2.427982 REGRESSED radius:217.290491 length:213.089765 shell:69.073771 polydispersity:0.235811 contrast:2.257523 contrast_2:2.085474
2 TRUE radius:347.279049 length:318.838429 shell:72.491283 polydispersity:0.273781 contrast:2.033749 contrast_2:3.498145 REGRESSED radius:559.782628 length:284.794944 shell:61.162642 polydispersity:0.157402 contrast:1.711946 contrast_2:2.085474
3 TRUE radius:351.661097 length:343.438098 shell:117.839922 polydispersity:0.302778 contrast:2.256471 contrast_2:2.715613 REGRESSED radius:339.297064 length:349.226866 shell:114.902530 polydispersity:0.217914 contrast:2.425558 contrast_2:2.085474
4 TRUE radius:379.087561 length:367.051306 shell:48.219413 polydispersity:0.144919 contrast:0.678422 contrast_2:1.550949 REGRESSED radius:334.400994 length:324.253341 shell:39.382641 polydispersity:0.216198 contrast:0.978354 contrast_2:2.085474
6 TRUE radius:507.856807 length:482.238954 shell:158.747634 polydispersity:0.119049 contrast:3.445633 contrast_2:2.402778 REGRESSED radius:536.417259 length:419.038347 shell:139.454790 polydispersity:0.166275 contrast:3.913161 contrast_2:2.085474
7 TRUE radius:393.052757 length:391.177495 shell:37.047008 polydispersity:0.200688 contrast:1.089983 contrast_2:0.704632 REGRESSED radius:304.323824 length:344.347040 shell:103.623361 polydispersity:0.207513 contrast:0.959669 contrast_2:2.085474
8 TRUE radius:280.229576 length:262.764616 shell:57.475467 polydispersity:0.162629 contrast:2.851059 contrast_2:1.434855 REGRESSED radius:234.033622 length:259.421568 shell:80.164889 polydispersity:0.218997 contrast:2.723200 contrast_2:2.085474
9 TRUE radius:376.751530 length:365.756441 shell:114.448616 polydispersity:0.115487 contrast:0.584188 contrast_2:2.733840 REGRESSED radius:307.862553 length:332.405491 shell:127.106506 polydispersity:0.224351 contrast:0.989213 contrast_2:2.085474
10 TRUE radius:354.699846 length:343.449879 shell:65.500389 polydispersity:0.211691 contrast:1.434694 contrast_2:1.507810 REGRESSED radius:259.430818 length:192.806059 shell:75.469493 polydispersity:0.198151 contrast:1.472954 contrast_2:2.085474
11 TRUE radius:320.626405 length:300.281357 shell:109.195977 polydispersity:0.261548 contrast:3.097107 contrast_2:2.608205 REGRESSED radius:289.892715 length:271.298539 shell:101.808411 polydispersity:0.229762 contrast:3.254046 contrast_2:2.085474
12 TRUE radius:477.009107 length:471.171195 shell:199.782538 polydispersity:0.169185 contrast:2.451037 contrast_2:0.715137 REGRESSED radius:434.223811 length:468.776476 shell:179.307276 polydispersity:0.177679 contrast:2.387115 contrast_2:2.085474
14 TRUE radius:329.906849 length:306.040552 shell:118.863780 polydispersity:0.175214 contrast:2.449685 contrast_2:2.833465 REGRESSED radius:291.420624 length:280.480040 shell:119.940298 polydispersity:0.236357 contrast:2.868783 contrast_2:2.085474
15 TRUE radius:287.273292 length:272.401525 shell:42.220856 polydispersity:0.175655 contrast:2.226541 contrast_2:2.712954 REGRESSED radius:256.490640 length:252.304085 shell:36.002099 polydispersity:0.234554 contrast:2.147272 contrast_2:2.085474
16 TRUE radius:398.507413 length:366.673337 shell:98.868368 polydispersity:0.289123 contrast:1.367794 contrast_2:1.500339 REGRESSED radius:418.268729 length:420.524006 shell:105.041262 polydispersity:0.220829 contrast:0.926928 contrast_2:2.085474
17 TRUE radius:524.724402 length:508.171921 shell:183.631883 polydispersity:0.169635 contrast:1.384718 contrast_2:0.975269 REGRESSED radius:410.737906 length:364.502942 shell:143.552941 polydispersity:0.170851 contrast:1.035526 contrast_2:2.085474
18 TRUE radius:424.766681 length:386.826524 shell:166.507209 polydispersity:0.133119 contrast:2.693160 contrast_2:2.595819 REGRESSED radius:470.019178 length:386.184909 shell:164.669574 polydispersity:0.216256 contrast:2.675422 contrast_2:2.085474
20 TRUE radius:363.804104 length:347.499180 shell:44.394117 polydispersity:0.270636 contrast:1.298130 contrast_2:1.837395 REGRESSED radius:383.225269 length:345.826233 shell:15.600846 polydispersity:0.220081 contrast:1.282109 contrast_2:2.085474
21 TRUE radius:334.157484 length:304.081982 shell:71.265300 polydispersity:0.300951 contrast:0.993023 contrast_2:0.827911 REGRESSED radius:369.775870 length:326.886909 shell:131.491903 polydispersity:0.218487 contrast:0.908943 contrast_2:2.085474
22 TRUE radius:285.463920 length:280.511623 shell:36.384843 polydispersity:0.204021 contrast:3.242763 contrast_2:3.050511 REGRESSED radius:237.400248 length:238.251683 shell:22.072290 polydispersity:0.233388 contrast:3.052428 contrast_2:2.085474
24 TRUE radius:372.376126 length:342.919023 shell:27.760089 polydispersity:0.177711 contrast:2.661995 contrast_2:2.153109 REGRESSED radius:334.421371 length:226.814962 shell:27.504106 polydispersity:0.217762 contrast:2.268451 contrast_2:2.085474
26 TRUE radius:378.271654 length:343.718865 shell:69.619984 polydispersity:0.230769 contrast:3.229429 contrast_2:3.040244 REGRESSED radius:355.578933 length:278.902144 shell:55.265150 polydispersity:0.201932 contrast:4.089425 contrast_2:2.085474
27 TRUE radius:282.771749 length:278.844425 shell:63.100937 polydispersity:0.201824 contrast:1.475314 contrast_2:1.164959 REGRESSED radius:325.347617 length:262.850632 shell:54.835866 polydispersity:0.239108 contrast:1.005660 contrast_2:2.085474
29 TRUE radius:428.828823 length:392.170031 shell:107.302639 polydispersity:0.151528 contrast:0.816945 contrast_2:2.461875 REGRESSED radius:342.455531 length:383.617198 shell:111.293024 polydispersity:0.219866 contrast:1.169239 contrast_2:2.085474
30 TRUE radius:283.807345 length:270.195465 shell:66.280923 polydispersity:0.256128 contrast:2.552090 contrast_2:1.054897 REGRESSED radius:272.437690 length:263.814821 shell:86.945384 polydispersity:0.218320 contrast:2.198482 contrast_2:2.085474
32 TRUE radius:372.398097 length:353.435106 shell:47.580954 polydispersity:0.322135 contrast:0.637765 contrast_2:2.171826 REGRESSED radius:407.644105 length:303.263084 shell:35.815399 polydispersity:0.213900 contrast:1.248418 contrast_2:2.085474
33 TRUE radius:323.417443 length:296.037128 shell:85.088421 polydispersity:0.198656 contrast:1.873705 contrast_2:2.310174 REGRESSED radius:272.947964 length:287.357293 shell:87.151853 polydispersity:0.222800 contrast:1.929446 contrast_2:2.085474
34 TRUE radius:399.435026 length:360.433889 shell:41.013919 polydispersity:0.256476 contrast:0.800323 contrast_2:2.310145 REGRESSED radius:404.145972 length:285.297971 shell:34.745363 polydispersity:0.220855 contrast:1.048275 contrast_2:2.085474
36 TRUE radius:277.273389 length:270.481547 shell:63.398002 polydispersity:0.262480 contrast:1.676416 contrast_2:0.989494 REGRESSED radius:274.643941 length:312.699400 shell:78.977726 polydispersity:0.224845 contrast:1.244641 contrast_2:2.085474
37 TRUE radius:546.222276 length:535.845489 shell:220.690724 polydispersity:0.285670 contrast:0.525516 contrast_2:2.583813 REGRESSED radius:421.256166 length:348.177085 shell:140.327077 polydispersity:0.202291 contrast:1.110246 contrast_2:2.085474
38 TRUE radius:394.503319 length:359.468885 shell:152.446705 polydispersity:0.238123 contrast:3.023657 contrast_2:2.427883 REGRESSED radius:392.876507 length:378.741747 shell:153.684185 polydispersity:0.207900 contrast:3.060129 contrast_2:2.085474
39 TRUE radius:512.386580 length:483.408642 shell:220.187473 polydispersity:0.248611 contrast:3.266259 contrast_2:2.335174 REGRESSED radius:558.581218 length:459.485159 shell:150.409575 polydispersity:0.167776 contrast:3.978630 contrast_2:2.085474
40 TRUE radius:254.080519 length:240.393521 shell:91.318077 polydispersity:0.348814 contrast:1.294114 contrast_2:1.433069 REGRESSED radius:378.138914 length:226.575145 shell:95.668166 polydispersity:0.238383 contrast:1.010828 contrast_2:2.085474
41 TRUE radius:253.603755 length:230.939109 shell:73.304907 polydispersity:0.116539 contrast:3.225855 contrast_2:2.534945 REGRESSED radius:226.074769 length:226.567424 shell:72.206629 polydispersity:0.247681 contrast:3.103575 contrast_2:2.085474
42 TRUE radius:492.342547 length:482.537305 shell:221.827869 polydispersity:0.130519 contrast:3.210387 contrast_2:1.422383 REGRESSED radius:490.947941 length:468.361847 shell:140.734671 polydispersity:0.156914 contrast:3.645695 contrast_2:2.085474
43 TRUE radius:460.074454 length:434.965722 shell:49.130875 polydispersity:0.215851 contrast:0.918094 contrast_2:2.288275 REGRESSED radius:316.415879 length:305.811345 shell:80.125643 polydispersity:0.201536 contrast:1.115425 contrast_2:2.085474
44 TRUE radius:299.786368 length:277.171636 shell:79.672787 polydispersity:0.235161 contrast:1.294204 contrast_2:2.928857 REGRESSED radius:287.059025 length:254.848634 shell:76.513603 polydispersity:0.239341 contrast:1.661275 contrast_2:2.085474
45 TRUE radius:271.759474 length:245.546829 shell:102.886714 polydispersity:0.128273 contrast:3.442719 contrast_2:3.288795 REGRESSED radius:241.355691 length:230.528430 shell:101.515779 polydispersity:0.231516 contrast:3.816284 contrast_2:2.085474
47 TRUE radius:323.866413 length:320.776692 shell:60.337757 polydispersity:0.285897 contrast:1.655654 contrast_2:1.833261 REGRESSED radius:304.837647 length:169.416929 shell:61.970288 polydispersity:0.215300 contrast:1.545742 contrast_2:2.085474
48 TRUE radius:483.452632 length:465.839915 shell:96.563301 polydispersity:0.291898 contrast:0.975081 contrast_2:1.683638 REGRESSED radius:574.312780 length:453.498226 shell:105.029986 polydispersity:0.221757 contrast:0.713694 contrast_2:2.085474
49 TRUE radius:351.510794 length:336.371471 shell:101.842479 polydispersity:0.202511 contrast:3.009232 contrast_2:1.443780 REGRESSED radius:305.715750 length:339.893306 shell:97.317988 polydispersity:0.207798 contrast:3.150866 contrast_2:2.085474
50 TRUE radius:325.588028 length:279.465247 shell:93.143514 polydispersity:0.135785 contrast:2.589300 contrast_2:1.237289 REGRESSED radius:256.692514 length:274.065837 shell:95.977280 polydispersity:0.232598 contrast:2.462152 contrast_2:2.085474
51 TRUE radius:412.640248 length:343.222049 shell:45.631426 polydispersity:0.246065 contrast:2.936353 contrast_2:2.889748 REGRESSED radius:460.283676 length:126.003049 shell:33.443078 polydispersity:0.173434 contrast:1.495166 contrast_2:2.085474
52 TRUE radius:364.180642 length:305.290178 shell:42.180719 polydispersity:0.314881 contrast:1.341002 contrast_2:2.753177 REGRESSED radius:400.049419 length:296.414657 shell:34.320774 polydispersity:0.212404 contrast:1.777503 contrast_2:2.085474
53 TRUE radius:788.430186 length:667.315480 shell:154.233789 polydispersity:0.208369 contrast:0.905263 contrast_2:3.495442 REGRESSED radius:619.628841 length:549.628704 shell:119.356993 polydispersity:0.240211 contrast:0.971915 contrast_2:2.085474
54 TRUE radius:461.036296 length:386.617383 shell:91.178546 polydispersity:0.140516 contrast:3.249641 contrast_2:1.538643 REGRESSED radius:492.724212 length:411.817765 shell:122.007437 polydispersity:0.196482 contrast:3.246100 contrast_2:2.085474
55 TRUE radius:479.042862 length:425.170447 shell:162.693182 polydispersity:0.209752 contrast:2.896995 contrast_2:1.170869 REGRESSED radius:539.842380 length:439.692950 shell:155.568539 polydispersity:0.210845 contrast:2.840039 contrast_2:2.085474
56 TRUE radius:552.232262 length:456.252573 shell:42.122821 polydispersity:0.103845 contrast:2.110308 contrast_2:0.929168 REGRESSED radius:461.527851 length:397.743317 shell:114.339031 polydispersity:0.193324 contrast:1.741543 contrast_2:2.085474
57 TRUE radius:459.644542 length:394.639586 shell:34.172304 polydispersity:0.184794 contrast:3.316295 contrast_2:2.820866 REGRESSED radius:392.571113 length:206.542843 shell:33.021736 polydispersity:0.165221 contrast:2.244651 contrast_2:2.085474
58 TRUE radius:398.722682 length:352.231321 shell:159.707839 polydispersity:0.160976 contrast:0.867698 contrast_2:1.134265 REGRESSED radius:424.485485 length:347.636890 shell:156.494334 polydispersity:0.207709 contrast:0.776043 contrast_2:2.085474
60 TRUE radius:305.394599 length:253.084096 shell:113.146796 polydispersity:0.234597 contrast:1.259932 contrast_2:1.623382 REGRESSED radius:313.175706 length:285.486297 shell:115.497503 polydispersity:0.224175 contrast:1.185497 contrast_2:2.085474
61 TRUE radius:390.831791 length:324.501820 shell:128.214197 polydispersity:0.212102 contrast:2.367268 contrast_2:3.282517 REGRESSED radius:366.263053 length:302.660780 shell:124.756753 polydispersity:0.219057 contrast:2.925635 contrast_2:2.085474
63 TRUE radius:377.971148 length:329.026493 shell:27.688277 polydispersity:0.149226 contrast:3.320725 contrast_2:2.886062 REGRESSED radius:352.867699 length:181.804536 shell:34.137101 polydispersity:0.190116 contrast:1.982546 contrast_2:2.085474
64 TRUE radius:549.761342 length:462.322166 shell:195.740363 polydispersity:0.122608 contrast:0.748083 contrast_2:1.599320 REGRESSED radius:592.568388 length:390.577108 shell:184.859751 polydispersity:0.185886 contrast:0.854367 contrast_2:2.085474
65 TRUE radius:436.202828 length:362.424555 shell:56.821281 polydispersity:0.121709 contrast:3.122050 contrast_2:2.523593 REGRESSED radius:393.773745 length:297.108766 shell:59.295512 polydispersity:0.182233 contrast:2.570969 contrast_2:2.085474
66 TRUE radius:424.122347 length:364.025323 shell:136.414794 polydispersity:0.198965 contrast:2.043387 contrast_2:1.377704 REGRESSED radius:469.315844 length:396.620657 shell:164.689857 polydispersity:0.201501 contrast:1.723417 contrast_2:2.085474
67 TRUE radius:321.722410 length:272.361410 shell:112.855202 polydispersity:0.290459 contrast:1.411934 contrast_2:2.273922 REGRESSED radius:323.299128 length:268.229286 shell:107.511016 polydispersity:0.219232 contrast:1.419117 contrast_2:2.085474
69 TRUE radius:376.325978 length:334.151657 shell:34.150564 polydispersity:0.171411 contrast:2.614341 contrast_2:2.908006 REGRESSED radius:358.219091 length:314.749477 shell:38.511478 polydispersity:0.221275 contrast:2.678115 contrast_2:2.085474
70 TRUE radius:335.345799 length:275.932935 shell:89.094284 polydispersity:0.197909 contrast:3.421691 contrast_2:2.739679 REGRESSED radius:323.693232 length:234.839808 shell:74.479870 polydispersity:0.210674 contrast:3.630895 contrast_2:2.085474
71 TRUE radius:507.660154 length:434.880006 shell:188.504520 polydispersity:0.254694 contrast:3.190648 contrast_2:1.375036 REGRESSED radius:585.662738 length:450.618931 shell:169.135573 polydispersity:0.202992 contrast:3.113548 contrast_2:2.085474
73 TRUE radius:295.453409 length:250.232042 shell:72.139001 polydispersity:0.292453 contrast:1.837159 contrast_2:0.762016 REGRESSED radius:328.318567 length:293.412256 shell:74.596830 polydispersity:0.220844 contrast:1.455018 contrast_2:2.085474
74 TRUE radius:494.999998 length:418.465048 shell:194.389604 polydispersity:0.290034 contrast:1.693848 contrast_2:2.393366 REGRESSED radius:509.035905 length:556.887697 shell:192.976225 polydispersity:0.219901 contrast:1.834615 contrast_2:2.085474
75 TRUE radius:432.011403 length:370.282490 shell:149.065058 polydispersity:0.233877 contrast:1.619195 contrast_2:3.244553 REGRESSED radius:412.043454 length:308.820756 shell:84.046241 polydispersity:0.185478 contrast:1.901190 contrast_2:2.085474
77 TRUE radius:282.545854 length:230.286047 shell:102.626824 polydispersity:0.334854 contrast:0.777670 contrast_2:2.671806 REGRESSED radius:359.052553 length:226.560308 shell:110.409362 polydispersity:0.230827 contrast:1.099714 contrast_2:2.085474
78 TRUE radius:482.260348 length:392.147204 shell:179.714829 polydispersity:0.161113 contrast:2.414825 contrast_2:1.487024 REGRESSED radius:534.664488 length:411.334484 shell:184.625629 polydispersity:0.224163 contrast:2.081803 contrast_2:2.085474
79 TRUE radius:354.171443 length:290.553499 shell:101.671766 polydispersity:0.229532 contrast:0.700555 contrast_2:2.164011 REGRESSED radius:447.843198 length:205.445221 shell:53.148615 polydispersity:0.170295 contrast:1.398325 contrast_2:2.085474
80 TRUE radius:380.449205 length:314.671458 shell:142.195740 polydispersity:0.322577 contrast:2.997282 contrast_2:2.962400 REGRESSED radius:376.739056 length:312.817338 shell:140.856919 polydispersity:0.205714 contrast:3.264857 contrast_2:2.085474
81 TRUE radius:367.515546 length:310.316111 shell:122.494269 polydispersity:0.263049 contrast:2.479038 contrast_2:2.867142 REGRESSED radius:354.863318 length:297.633559 shell:124.994764 polydispersity:0.222807 contrast:2.853736 contrast_2:2.085474
82 TRUE radius:304.619532 length:267.675498 shell:75.554994 polydispersity:0.113559 contrast:1.996690 contrast_2:3.457574 REGRESSED radius:269.368189 length:230.529442 shell:58.816287 polydispersity:0.214218 contrast:1.926277 contrast_2:2.085474
83 TRUE radius:403.325072 length:356.003683 shell:123.943020 polydispersity:0.275004 contrast:1.399745 contrast_2:0.732919 REGRESSED radius:455.575903 length:528.334735 shell:167.477339 polydispersity:0.204565 contrast:1.104462 contrast_2:2.085474
84 TRUE radius:403.515585 length:337.737590 shell:42.630098 polydispersity:0.306697 contrast:0.532989 contrast_2:2.854859 REGRESSED radius:429.556877 length:285.958268 shell:69.361029 polydispersity:0.204886 contrast:1.636084 contrast_2:2.085474
85 TRUE radius:453.707667 length:397.696545 shell:109.441171 polydispersity:0.169819 contrast:2.155154 contrast_2:3.119076 REGRESSED radius:476.558795 length:299.190425 shell:82.377771 polydispersity:0.129558 contrast:1.900305 contrast_2:2.085474
86 TRUE radius:361.961694 length:298.051331 shell:38.102548 polydispersity:0.348797 contrast:1.880927 contrast_2:1.950752 REGRESSED radius:418.053178 length:305.226068 shell:31.375123 polydispersity:0.216059 contrast:1.497427 contrast_2:2.085474
