1 TRUE radius:99.466669 length:92.185360 polydispersity:0.228500 contrast:2.631152 REGRESSED radius:98.913357 length:90.592855 polydispersity:0.226547 contrast:2.631734
2 TRUE radius:204.423709 length:198.601097 polydispersity:0.288537 contrast:2.388855 REGRESSED radius:229.582926 length:184.381943 polydispersity:0.219408 contrast:2.387066
3 TRUE radius:370.010830 length:342.913581 polydispersity:0.222948 contrast:1.440280 REGRESSED radius:375.664844 length:334.370750 polydispersity:0.270526 contrast:1.446955
4 TRUE radius:216.486314 length:209.854731 polydispersity:0.167732 contrast:1.583217 REGRESSED radius:233.859916 length:193.845651 polydispersity:0.180728 contrast:1.577455
5 TRUE radius:280.855038 length:262.100423 polydispersity:0.213666 contrast:3.311424 REGRESSED radius:254.432851 length:261.023625 polydispersity:0.271898 contrast:3.302943
6 TRUE radius:184.341453 length:177.828991 polydispersity:0.104612 contrast:3.493924 REGRESSED radius:176.614908 length:173.385063 polydispersity:0.131703 contrast:3.474187
7 TRUE radius:450.929400 length:432.633453 polydispersity:0.249450 contrast:0.788434 REGRESSED radius:444.133000 length:421.105467 polydispersity:0.140426 contrast:0.795110
8 TRUE radius:242.746603 length:224.540186 polydispersity:0.141340 contrast:2.296208 REGRESSED radius:273.412337 length:220.128427 polydispersity:0.127694 contrast:2.299131
9 TRUE radius:150.485453 length:149.092924 polydispersity:0.191741 contrast:2.957395 REGRESSED radius:151.184324 length:144.372303 polydispersity:0.176374 contrast:2.955886
10 TRUE radius:248.692179 length:229.608745 polydispersity:0.314430 contrast:0.810977 REGRESSED radius:242.040014 length:217.306500 polydispersity:0.414879 contrast:0.806584
11 TRUE radius:412.226411 length:406.340872 polydispersity:0.193189 contrast:1.952316 REGRESSED radius:446.502828 length:390.819389 polydispersity:0.153738 contrast:1.982040
13 TRUE radius:109.918767 length:107.374069 polydispersity:0.229875 contrast:1.742824 REGRESSED radius:115.036111 length:105.981805 polydispersity:0.213031 contrast:1.742624
14 TRUE radius:278.508809 length:265.947888 polydispersity:0.282056 contrast:1.881568 REGRESSED radius:295.761992 length:256.683498 polydispersity:0.237456 contrast:1.882315
15 TRUE radius:196.294369 length:184.233169 polydispersity:0.145717 contrast:1.814508 REGRESSED radius:184.984402 length:171.778880 polydispersity:0.207506 contrast:1.806355
17 TRUE radius:130.017344 length:128.121485 polydispersity:0.296843 contrast:2.172619 REGRESSED radius:130.239418 length:122.100225 polydispersity:0.296696 contrast:2.170272
18 TRUE radius:342.943395 length:327.298083 polydispersity:0.210897 contrast:2.187126 REGRESSED radius:382.269516 length:316.084879 polydispersity:0.257003 contrast:2.207586
19 TRUE radius:121.561159 length:109.893975 polydispersity:0.250324 contrast:1.502930 REGRESSED radius:128.170689 length:108.076920 polydispersity:0.223825 contrast:1.502891
21 TRUE radius:125.462105 length:113.413822 polydispersity:0.156114 contrast:1.565984 REGRESSED radius:131.076357 length:114.046472 polydispersity:0.144955 contrast:1.566017
22 TRUE radius:374.733610 length:355.802968 polydispersity:0.101773 contrast:1.741501 REGRESSED radius:368.089172 length:340.381685 polydispersity:0.177473 contrast:1.738376
23 TRUE radius:79.601843 length:76.499619 polydispersity:0.337702 contrast:0.898006 REGRESSED radius:83.263327 length:70.389878 polydispersity:0.348379 contrast:0.895519
24 TRUE radius:266.809196 length:258.442040 polydispersity:0.211762 contrast:1.323615 REGRESSED radius:230.966895 length:250.237869 polydispersity:0.307718 contrast:1.313966
25 TRUE radius:370.347491 length:338.270809 polydispersity:0.170690 contrast:2.441181 REGRESSED radius:385.905451 length:329.483770 polydispersity:0.235553 contrast:2.459260
26 TRUE radius:107.281689 length:98.578029 polydispersity:0.345131 contrast:0.741201 REGRESSED radius:109.858251 length:93.664631 polydispersity:0.301490 contrast:0.741423
28 TRUE radius:303.259552 length:274.158824 polydispersity:0.258933 contrast:3.181292 REGRESSED radius:302.786151 length:270.040386 polydispersity:0.258989 contrast:3.185597
29 TRUE radius:103.477306 length:93.953572 polydispersity:0.187556 contrast:2.080634 REGRESSED radius:101.329176 length:94.981601 polydispersity:0.200981 contrast:2.080413
30 TRUE radius:213.363327 length:193.876534 polydispersity:0.128299 contrast:2.356482 REGRESSED radius:228.489729 length:181.719424 polydispersity:0.132381 contrast:2.353329
31 TRUE radius:165.316704 length:162.063957 polydispersity:0.253370 contrast:2.532042 REGRESSED radius:169.299918 length:152.093019 polydispersity:0.237080 contrast:2.530338
32 TRUE radius:81.074267 length:77.160079 polydispersity:0.300974 contrast:1.459525 REGRESSED radius:80.651392 length:72.388375 polydispersity:0.296235 contrast:1.460415
33 TRUE radius:109.892403 length:106.643246 polydispersity:0.339646 contrast:2.973620 REGRESSED radius:115.146360 length:100.607288 polydispersity:0.314624 contrast:2.975533
34 TRUE radius:196.972838 length:184.674709 polydispersity:0.240102 contrast:1.086852 REGRESSED radius:226.322061 length:171.291726 polydispersity:0.177583 contrast:1.082701
35 TRUE radius:424.203694 length:403.119608 polydispersity:0.105544 contrast:1.700748 REGRESSED radius:460.441451 length:384.914251 polydispersity:0.048527 contrast:1.725102
36 TRUE radius:393.574794 length:359.854379 polydispersity:0.255646 contrast:0.751503 REGRESSED radius:431.449997 length:347.452034 polydispersity:0.275239 contrast:0.760169
38 TRUE radius:99.871363 length:91.255240 polydispersity:0.314600 contrast:1.925964 REGRESSED radius:98.226815 length:87.602408 polydispersity:0.319102 contrast:1.927424
39 TRUE radius:203.148726 length:198.327185 polydispersity:0.322701 contrast:3.422830 REGRESSED radius:212.983441 length:181.371484 polydispersity:0.268164 contrast:3.424330
40 TRUE radius:133.142954 length:131.071438 polydispersity:0.186378 contrast:3.475938 REGRESSED radius:133.433177 length:127.236767 polydispersity:0.179404 contrast:3.472345
41 TRUE radius:123.909754 length:118.932298 polydispersity:0.297419 contrast:2.870937 REGRESSED radius:127.323569 length:114.503241 polydispersity:0.276621 contrast:2.873155
42 TRUE radius:119.572510 length:114.882527 polydispersity:0.341535 contrast:2.785311 REGRESSED radius:125.563246 length:109.072777 polydispersity:0.306738 contrast:2.788575
43 TRUE radius:155.141113 length:145.349944 polydispersity:0.241437 contrast:2.022880 REGRESSED radius:157.558155 length:139.615735 polydispersity:0.219825 contrast:2.021235
44 TRUE radius:238.638298 length:235.939600 polydispersity:0.241798 contrast:2.458182 REGRESSED radius:262.552619 length:218.959637 polydispersity:0.181053 contrast:2.465983
45 TRUE radius:296.996908 length:280.747132 polydispersity:0.263958 contrast:3.435259 REGRESSED radius:316.164623 length:272.083905 polydispersity:0.211658 contrast:3.428280
46 TRUE radius:147.387481 length:142.402441 polydispersity:0.285293 contrast:3.160730 REGRESSED radius:140.100789 length:137.056216 polydispersity:0.288854 contrast:3.160414
47 TRUE radius:258.809133 length:240.702583 polydispersity:0.238799 contrast:2.512044 REGRESSED radius:271.596934 length:230.501307 polydispersity:0.204768 contrast:2.519242
48 TRUE radius:224.741265 length:202.990337 polydispersity:0.288341 contrast:1.241745 REGRESSED radius:259.602040 length:191.594158 polydispersity:0.217150 contrast:1.237400
49 TRUE radius:124.620920 length:122.959432 polydispersity:0.257775 contrast:1.545854 REGRESSED radius:127.029347 length:118.793425 polydispersity:0.223098 contrast:1.543937
50 TRUE radius:341.146152 length:284.127892 polydispersity:0.286398 contrast:2.912485 REGRESSED radius:339.742256 length:280.616453 polydispersity:0.291360 contrast:2.915464
51 TRUE radius:192.476666 length:168.085537 polydispersity:0.299944 contrast:3.462458 REGRESSED radius:194.713185 length:161.406691 polydispersity:0.276023 contrast:3.462419
52 TRUE radius:113.253286 length:99.338901 polydispersity:0.298155 contrast:1.174206 REGRESSED radius:113.768234 length:96.537248 polydispersity:0.276124 contrast:1.174871
54 TRUE radius:209.370144 length:172.128416 polydispersity:0.303017 contrast:2.468544 REGRESSED radius:208.892178 length:167.482908 polydispersity:0.307378 contrast:2.472387
55 TRUE radius:133.290727 length:111.573810 polydispersity:0.241971 contrast:3.142634 REGRESSED radius:128.063012 length:110.538888 polydispersity:0.246068 contrast:3.143678
56 TRUE radius:101.847198 length:83.923642 polydispersity:0.214712 contrast:2.771455 REGRESSED radius:103.743391 length:83.222757 polydispersity:0.202091 contrast:2.771930
57 TRUE radius:106.521707 length:86.726300 polydispersity:0.316566 contrast:3.456050 REGRESSED radius:106.928215 length:81.931761 polydispersity:0.304146 contrast:3.459350
58 TRUE radius:138.736925 length:121.963382 polydispersity:0.132383 contrast:3.095370 REGRESSED radius:142.042501 length:123.479787 polydispersity:0.133873 contrast:3.091058
59 TRUE radius:302.406928 length:272.505168 polydispersity:0.255786 contrast:1.596712 REGRESSED radius:315.341261 length:266.504616 polydispersity:0.212364 contrast:1.596136
60 TRUE radius:495.346037 length:417.126753 polydispersity:0.264582 contrast:3.155088 REGRESSED radius:446.984679 length:430.749045 polydispersity:0.311474 contrast:3.049971
61 TRUE radius:193.458532 length:157.153570 polydispersity:0.269062 contrast:0.648173 REGRESSED radius:203.940965 length:151.810660 polydispersity:0.258872 contrast:0.650161
62 TRUE radius:255.843288 length:214.970193 polydispersity:0.133581 contrast:1.507955 REGRESSED radius:235.110915 length:220.306833 polydispersity:0.217293 contrast:1.502666
64 TRUE radius:378.033686 length:329.023600 polydispersity:0.119801 contrast:3.275429 REGRESSED radius:373.272844 length:320.335105 polydispersity:0.146689 contrast:3.299274
65 TRUE radius:182.606396 length:156.628082 polydispersity:0.130224 contrast:2.550995 REGRESSED radius:187.655632 length:157.338230 polydispersity:0.121783 contrast:2.545878
66 TRUE radius:234.961963 length:199.710987 polydispersity:0.327179 contrast:0.742980 REGRESSED radius:204.893487 length:189.688500 polydispersity:0.375192 contrast:0.740626
67 TRUE radius:150.693766 length:126.485144 polydispersity:0.281521 contrast:3.223896 REGRESSED radius:149.589586 length:124.090000 polydispersity:0.280386 contrast:3.227483
68 TRUE radius:485.689047 length:409.574682 polydispersity:0.207298 contrast:0.760154 REGRESSED radius:440.744811 length:402.291726 polydispersity:0.174765 contrast:0.769270
