0 TRUE radius:162.069032 polydispersity:0.113463 contrast:1.249073 REGRESSED radius:162.160039 polydispersity:0.111905 contrast:1.248896
1 TRUE radius:116.929406 polydispersity:0.138604 contrast:0.647570 REGRESSED radius:117.724791 polydispersity:0.137443 contrast:0.647527
2 TRUE radius:139.862527 polydispersity:0.294642 contrast:3.190903 REGRESSED radius:139.668866 polydispersity:0.294346 contrast:3.191039
3 TRUE radius:53.448607 polydispersity:0.240775 contrast:2.033304 REGRESSED radius:53.494656 polydispersity:0.239745 contrast:2.033283
4 TRUE radius:74.832007 polydispersity:0.144733 contrast:1.868094 REGRESSED radius:74.770496 polydispersity:0.144670 contrast:1.868059
5 TRUE radius:301.468269 polydispersity:0.240261 contrast:2.685917 REGRESSED radius:301.318928 polydispersity:0.240416 contrast:2.685994
6 TRUE radius:440.954537 polydispersity:0.107881 contrast:3.179438 REGRESSED radius:440.950205 polydispersity:0.108090 contrast:3.179811
7 TRUE radius:87.942064 polydispersity:0.225167 contrast:1.652916 REGRESSED radius:88.080192 polydispersity:0.225028 contrast:1.652933
8 TRUE radius:40.830278 polydispersity:0.208121 contrast:1.460057 REGRESSED radius:40.660834 polydispersity:0.207958 contrast:1.460113
9 TRUE radius:81.690543 polydispersity:0.316448 contrast:1.827576 REGRESSED radius:81.640663 polydispersity:0.316616 contrast:1.827585
10 TRUE radius:318.063470 polydispersity:0.149082 contrast:2.932355 REGRESSED radius:318.105303 polydispersity:0.149140 contrast:2.932394
11 TRUE radius:47.088966 polydispersity:0.187525 contrast:1.767403 REGRESSED radius:47.184439 polydispersity:0.188763 contrast:1.767456
12 TRUE radius:117.232734 polydispersity:0.176215 contrast:2.083379 REGRESSED radius:117.276215 polydispersity:0.176283 contrast:2.083326
13 TRUE radius:212.372399 polydispersity:0.101076 contrast:1.610459 REGRESSED radius:211.664536 polydispersity:0.105389 contrast:1.609832
14 TRUE radius:309.467079 polydispersity:0.178964 contrast:0.840670 REGRESSED radius:309.381838 polydispersity:0.179112 contrast:0.840655
15 TRUE radius:102.072744 polydispersity:0.306070 contrast:2.510908 REGRESSED radius:102.083021 polydispersity:0.306029 contrast:2.510829
16 TRUE radius:133.151662 polydispersity:0.159129 contrast:0.891041 REGRESSED radius:133.166063 polydispersity:0.159570 contrast:0.891081
17 TRUE radius:118.748016 polydispersity:0.140755 contrast:2.846477 REGRESSED radius:118.650855 polydispersity:0.140349 contrast:2.846450
18 TRUE radius:190.852059 polydispersity:0.279023 contrast:1.173278 REGRESSED radius:190.569199 polydispersity:0.279355 contrast:1.173374
19 TRUE radius:100.689105 polydispersity:0.183021 contrast:0.614369 REGRESSED radius:100.765421 polydispersity:0.181226 contrast:0.614336
20 TRUE radius:42.684741 polydispersity:0.306477 contrast:2.727303 REGRESSED radius:42.838976 polydispersity:0.306408 contrast:2.727242
21 TRUE radius:179.385480 polydispersity:0.261323 contrast:1.251317 REGRESSED radius:179.208623 polydispersity:0.261363 contrast:1.251371
22 TRUE radius:87.940343 polydispersity:0.313959 contrast:2.426529 REGRESSED radius:87.880683 polydispersity:0.313877 contrast:2.426471
23 TRUE radius:325.660905 polydispersity:0.194007 contrast:1.181905 REGRESSED radius:325.597219 polydispersity:0.193874 contrast:1.181927
24 TRUE radius:276.713366 polydispersity:0.265800 contrast:1.192507 REGRESSED radius:276.547527 polydispersity:0.266344 contrast:1.192554
25 TRUE radius:279.900715 polydispersity:0.205874 contrast:1.778054 REGRESSED radius:280.016958 polydispersity:0.205729 contrast:1.778066
26 TRUE radius:56.747171 polydispersity:0.303363 contrast:1.724891 REGRESSED radius:56.627261 polydispersity:0.303587 contrast:1.724907
27 TRUE radius:49.431942 polydispersity:0.219805 contrast:2.593956 REGRESSED radius:49.454229 polydispersity:0.219137 contrast:2.593954
28 TRUE radius:65.078577 polydispersity:0.262248 contrast:1.421126 REGRESSED radius:64.979582 polydispersity:0.262061 contrast:1.421117
29 TRUE radius:428.207748 polydispersity:0.173741 contrast:2.624810 REGRESSED radius:428.168882 polydispersity:0.173758 contrast:2.625021
30 TRUE radius:408.959604 polydispersity:0.154249 contrast:0.878502 REGRESSED radius:408.760768 polydispersity:0.154471 contrast:0.878328
31 TRUE radius:172.126110 polydispersity:0.145273 contrast:1.500437 REGRESSED radius:171.809786 polydispersity:0.145802 contrast:1.500469
32 TRUE radius:346.944970 polydispersity:0.141748 contrast:1.851570 REGRESSED radius:347.033043 polydispersity:0.141785 contrast:1.851579
33 TRUE radius:205.678808 polydispersity:0.137328 contrast:1.702154 REGRESSED radius:205.590529 polydispersity:0.138157 contrast:1.702243
34 TRUE radius:152.138387 polydispersity:0.267359 contrast:2.448589 REGRESSED radius:152.045063 polydispersity:0.267695 contrast:2.448455
35 TRUE radius:196.202605 polydispersity:0.299755 contrast:1.536244 REGRESSED radius:196.080062 polydispersity:0.299610 contrast:1.536195
36 TRUE radius:44.382897 polydispersity:0.268799 contrast:2.583480 REGRESSED radius:44.407124 polydispersity:0.268759 contrast:2.583450
37 TRUE radius:184.533389 polydispersity:0.340849 contrast:1.426397 REGRESSED radius:184.767847 polydispersity:0.340339 contrast:1.426353
38 TRUE radius:433.403532 polydispersity:0.156634 contrast:2.927440 REGRESSED radius:433.443253 polydispersity:0.156608 contrast:2.927397
39 TRUE radius:278.704326 polydispersity:0.266680 contrast:1.641330 REGRESSED radius:278.583219 polydispersity:0.266820 contrast:1.641329
40 TRUE radius:353.955004 polydispersity:0.135747 contrast:1.961346 REGRESSED radius:354.041055 polydispersity:0.135758 contrast:1.961349
41 TRUE radius:196.799952 polydispersity:0.314792 contrast:3.087254 REGRESSED radius:196.666246 polydispersity:0.314821 contrast:3.087014
42 TRUE radius:355.733285 polydispersity:0.156174 contrast:1.981957 REGRESSED radius:355.946429 polydispersity:0.156005 contrast:1.981943
43 TRUE radius:104.837181 polydispersity:0.210417 contrast:3.325461 REGRESSED radius:104.906232 polydispersity:0.210530 contrast:3.325496
44 TRUE radius:200.459633 polydispersity:0.280395 contrast:1.582980 REGRESSED radius:200.366807 polydispersity:0.280169 contrast:1.582978
45 TRUE radius:51.558052 polydispersity:0.297916 contrast:2.002457 REGRESSED radius:51.485071 polydispersity:0.298023 contrast:2.002406
46 TRUE radius:456.057529 polydispersity:0.147907 contrast:1.477065 REGRESSED radius:456.155642 polydispersity:0.147642 contrast:1.476763
47 TRUE radius:42.307811 polydispersity:0.339266 contrast:2.710285 REGRESSED radius:42.626018 polydispersity:0.338804 contrast:2.710538
48 TRUE radius:86.525074 polydispersity:0.291070 contrast:3.173461 REGRESSED radius:86.519213 polydispersity:0.290850 contrast:3.173472
49 TRUE radius:154.685537 polydispersity:0.157065 contrast:1.351920 REGRESSED radius:154.608870 polydispersity:0.156879 contrast:1.351865
50 TRUE radius:132.305823 polydispersity:0.305071 contrast:0.858878 REGRESSED radius:132.203681 polydispersity:0.305249 contrast:0.858795
51 TRUE radius:59.767186 polydispersity:0.315703 contrast:1.614352 REGRESSED radius:59.608946 polydispersity:0.316084 contrast:1.614376
52 TRUE radius:73.278218 polydispersity:0.274437 contrast:0.975879 REGRESSED radius:73.227196 polydispersity:0.273786 contrast:0.975822
