0 TRUE radius:139.900258 length:618.229485 shell:107.950644 polydispersity:0.310600 contrast:1.349079 contrast_2:2.068559 REGRESSED radius:143.950265 length:553.424832 shell:88.262269 polydispersity:0.234182 contrast:1.339519 contrast_2:2.031900
1 TRUE radius:124.341678 length:509.264957 shell:65.096652 polydispersity:0.209569 contrast:1.667979 contrast_2:2.963387 REGRESSED radius:116.932575 length:322.327750 shell:64.177930 polydispersity:0.200560 contrast:1.686252 contrast_2:2.031900
2 TRUE radius:97.471252 length:399.333908 shell:70.996051 polydispersity:0.319637 contrast:2.412576 contrast_2:1.436602 REGRESSED radius:104.969962 length:496.740634 shell:57.412367 polydispersity:0.224674 contrast:2.261017 contrast_2:2.031900
3 TRUE radius:100.359288 length:439.635701 shell:60.647521 polydispersity:0.339721 contrast:3.434470 contrast_2:1.769602 REGRESSED radius:99.662897 length:510.637830 shell:59.289308 polydispersity:0.220033 contrast:3.509931 contrast_2:2.031900
5 TRUE radius:100.590735 length:420.174171 shell:53.473258 polydispersity:0.319301 contrast:1.099033 contrast_2:2.533022 REGRESSED radius:99.329173 length:420.285109 shell:45.342779 polydispersity:0.219755 contrast:1.262983 contrast_2:2.031900
6 TRUE radius:106.288003 length:437.540234 shell:47.644295 polydispersity:0.161443 contrast:2.347049 contrast_2:1.282866 REGRESSED radius:106.165031 length:381.487894 shell:49.327996 polydispersity:0.220133 contrast:2.274900 contrast_2:2.031900
7 TRUE radius:92.867864 length:396.832571 shell:68.321824 polydispersity:0.254996 contrast:1.651920 contrast_2:0.870949 REGRESSED radius:93.184789 length:413.161234 shell:42.216231 polydispersity:0.226784 contrast:1.549909 contrast_2:2.031900
8 TRUE radius:152.155685 length:621.356668 shell:60.720317 polydispersity:0.150325 contrast:1.476341 contrast_2:1.990807 REGRESSED radius:158.920556 length:399.607004 shell:69.518760 polydispersity:0.213198 contrast:1.443016 contrast_2:2.031900
9 TRUE radius:149.539590 length:637.245020 shell:107.443204 polydispersity:0.208990 contrast:0.888191 contrast_2:3.323391 REGRESSED radius:140.278612 length:587.112003 shell:85.290766 polydispersity:0.212012 contrast:1.028019 contrast_2:2.031900
10 TRUE radius:102.096193 length:422.598980 shell:59.538213 polydispersity:0.145232 contrast:2.846316 contrast_2:2.302329 REGRESSED radius:101.215880 length:431.964386 shell:60.678959 polydispersity:0.212384 contrast:2.880343 contrast_2:2.031900
