29 TRUE radius:112.655732 shell:50.716772 polydispersity:0.331381 contrast:0.508677 contrast_2:2.884247 REGRESSED radius:123.003246 shell:65.650220 polydispersity:0.269454 contrast:1.311048 contrast_2:1.544893
30 TRUE radius:185.291436 shell:37.776331 polydispersity:0.224678 contrast:0.502906 contrast_2:1.612928 REGRESSED radius:154.420873 shell:88.211121 polydispersity:0.272590 contrast:0.869974 contrast_2:1.372976
31 TRUE radius:309.882519 shell:47.123094 polydispersity:0.116386 contrast:0.653318 contrast_2:1.290722 REGRESSED radius:315.593306 shell:170.725680 polydispersity:0.284424 contrast:0.915047 contrast_2:1.274681
32 TRUE radius:344.498162 shell:265.152073 polydispersity:0.167166 contrast:3.025067 contrast_2:2.727291 REGRESSED radius:338.465445 shell:166.987209 polydispersity:0.173727 contrast:2.947454 contrast_2:2.481956
33 TRUE radius:81.393840 shell:28.687400 polydispersity:0.108211 contrast:1.106172 contrast_2:0.866846 REGRESSED radius:96.521493 shell:52.264478 polydispersity:0.233600 contrast:0.969056 contrast_2:1.906609
34 TRUE radius:126.279004 shell:109.302823 polydispersity:0.245235 contrast:3.014744 contrast_2:1.840391 REGRESSED radius:133.864438 shell:61.729322 polydispersity:0.192605 contrast:3.057131 contrast_2:1.960132
35 TRUE radius:153.578114 shell:57.069031 polydispersity:0.295730 contrast:1.222593 contrast_2:3.103821 REGRESSED radius:155.664711 shell:77.223182 polydispersity:0.253389 contrast:1.820461 contrast_2:2.052367
36 TRUE radius:40.397620 shell:26.369202 polydispersity:0.305687 contrast:2.234135 contrast_2:2.149937 REGRESSED radius:45.714736 shell:22.085214 polydispersity:0.232683 contrast:2.204882 contrast_2:2.437155
37 TRUE radius:85.553761 shell:58.958559 polydispersity:0.207086 contrast:2.038090 contrast_2:1.277783 REGRESSED radius:93.050764 shell:50.485115 polydispersity:0.263731 contrast:1.963465 contrast_2:2.002493
38 TRUE radius:432.265185 shell:384.816294 polydispersity:0.301136 contrast:3.499687 contrast_2:3.356480 REGRESSED radius:426.689412 shell:217.260881 polydispersity:0.225078 contrast:3.640232 contrast_2:1.883189
39 TRUE radius:116.015949 shell:87.681203 polydispersity:0.195347 contrast:1.412242 contrast_2:1.458332 REGRESSED radius:156.073418 shell:77.266250 polydispersity:0.200513 contrast:1.393920 contrast_2:1.676578
40 TRUE radius:273.530698 shell:93.915522 polydispersity:0.256099 contrast:3.053261 contrast_2:1.639011 REGRESSED radius:269.178378 shell:129.127860 polydispersity:0.276299 contrast:3.006664 contrast_2:1.391756
41 TRUE radius:113.470749 shell:70.613363 polydispersity:0.257867 contrast:0.593407 contrast_2:0.712212 REGRESSED radius:144.205093 shell:80.692416 polydispersity:0.248592 contrast:0.595801 contrast_2:1.281104
42 TRUE radius:269.734936 shell:95.472556 polydispersity:0.246105 contrast:3.021028 contrast_2:0.698526 REGRESSED radius:271.334785 shell:130.632173 polydispersity:0.278986 contrast:2.935890 contrast_2:1.150173
43 TRUE radius:122.325749 shell:89.912277 polydispersity:0.218927 contrast:1.727480 contrast_2:2.269648 REGRESSED radius:146.080088 shell:74.124567 polydispersity:0.205236 contrast:1.612753 contrast_2:2.142413
44 TRUE radius:179.163153 shell:57.286265 polydispersity:0.184730 contrast:0.938247 contrast_2:0.754809 REGRESSED radius:198.419689 shell:121.993658 polydispersity:0.252521 contrast:0.857898 contrast_2:1.250588
45 TRUE radius:78.332362 shell:35.943517 polydispersity:0.161667 contrast:1.663373 contrast_2:1.587512 REGRESSED radius:86.841111 shell:47.708036 polydispersity:0.223484 contrast:1.513321 contrast_2:2.227551
46 TRUE radius:42.303017 shell:28.169756 polydispersity:0.280861 contrast:2.127428 contrast_2:2.267967 REGRESSED radius:48.806379 shell:23.658752 polydispersity:0.207157 contrast:2.095598 contrast_2:2.307419
47 TRUE radius:53.297561 shell:29.160365 polydispersity:0.346587 contrast:2.036509 contrast_2:3.476082 REGRESSED radius:63.261341 shell:34.338373 polydispersity:0.269896 contrast:2.057303 contrast_2:2.875677
51 TRUE radius:46.573289 shell:28.924239 polydispersity:0.136418 contrast:1.410568 contrast_2:0.960524 REGRESSED radius:58.490189 shell:30.527787 polydispersity:0.186454 contrast:1.349825 contrast_2:1.643168
52 TRUE radius:76.186950 shell:32.817076 polydispersity:0.134951 contrast:3.348018 contrast_2:2.364688 REGRESSED radius:71.610068 shell:39.520489 polydispersity:0.193767 contrast:3.365663 contrast_2:2.041882
53 TRUE radius:41.868697 shell:28.797271 polydispersity:0.256060 contrast:1.438456 contrast_2:2.472813 REGRESSED radius:52.037700 shell:24.499606 polydispersity:0.199575 contrast:1.396019 contrast_2:2.061624
54 TRUE radius:49.343249 shell:36.582942 polydispersity:0.195912 contrast:1.586551 contrast_2:0.516399 REGRESSED radius:60.088546 shell:31.380407 polydispersity:0.198032 contrast:1.476490 contrast_2:1.546440
55 TRUE radius:44.785153 shell:29.368062 polydispersity:0.199065 contrast:0.699423 contrast_2:2.578338 REGRESSED radius:53.881171 shell:31.468769 polydispersity:0.231673 contrast:0.739103 contrast_2:2.038501
56 TRUE radius:184.964594 shell:60.595593 polydispersity:0.287074 contrast:2.333542 contrast_2:1.418003 REGRESSED radius:194.539032 shell:94.590935 polydispersity:0.272160 contrast:2.192898 contrast_2:1.399785
58 TRUE radius:130.042821 shell:41.039460 polydispersity:0.140823 contrast:2.850878 contrast_2:2.057247 REGRESSED radius:131.727048 shell:73.066701 polydispersity:0.205446 contrast:2.867513 contrast_2:2.276968
59 TRUE radius:69.559720 shell:40.768806 polydispersity:0.320560 contrast:3.053509 contrast_2:2.347283 REGRESSED radius:67.051414 shell:37.899771 polydispersity:0.252505 contrast:3.142014 contrast_2:1.936783
60 TRUE radius:52.847440 shell:26.004854 polydispersity:0.221041 contrast:3.475611 contrast_2:1.485343 REGRESSED radius:51.187070 shell:29.893830 polydispersity:0.292124 contrast:3.483312 contrast_2:1.829711
61 TRUE radius:236.207326 shell:204.508543 polydispersity:0.154979 contrast:3.350053 contrast_2:2.816918 REGRESSED radius:232.549747 shell:116.675112 polydispersity:0.121593 contrast:3.512411 contrast_2:2.655883
63 TRUE radius:102.545706 shell:69.858595 polydispersity:0.142410 contrast:2.891920 contrast_2:2.014331 REGRESSED radius:97.010546 shell:50.841279 polydispersity:0.234196 contrast:2.899488 contrast_2:1.823898
64 TRUE radius:283.930436 shell:110.980294 polydispersity:0.117389 contrast:3.082132 contrast_2:0.971112 REGRESSED radius:286.406463 shell:133.083203 polydispersity:0.231030 contrast:3.071619 contrast_2:1.977012
65 TRUE radius:230.683423 shell:118.720953 polydispersity:0.120217 contrast:2.879132 contrast_2:2.124760 REGRESSED radius:220.956746 shell:113.002351 polydispersity:0.178350 contrast:2.896938 contrast_2:1.977656
66 TRUE radius:103.970657 shell:28.750884 polydispersity:0.125138 contrast:1.410719 contrast_2:2.018376 REGRESSED radius:105.003158 shell:67.997790 polydispersity:0.219727 contrast:1.494734 contrast_2:2.512226
67 TRUE radius:108.048631 shell:80.169563 polydispersity:0.214559 contrast:1.272168 contrast_2:2.513552 REGRESSED radius:146.735690 shell:73.992382 polydispersity:0.206996 contrast:1.288059 contrast_2:1.876855
68 TRUE radius:41.748863 shell:29.535960 polydispersity:0.267366 contrast:2.799334 contrast_2:3.389717 REGRESSED radius:45.572416 shell:21.773088 polydispersity:0.206513 contrast:2.812795 contrast_2:2.869635
69 TRUE radius:306.539247 shell:90.811812 polydispersity:0.267617 contrast:0.593629 contrast_2:2.124760 REGRESSED radius:307.423899 shell:168.942948 polydispersity:0.277691 contrast:1.178058 contrast_2:1.195658
71 TRUE radius:467.251347 shell:325.621120 polydispersity:0.242117 contrast:2.874702 contrast_2:0.961706 REGRESSED radius:492.271610 shell:206.461218 polydispersity:0.168744 contrast:2.893391 contrast_2:1.309074
72 TRUE radius:44.973065 shell:31.474525 polydispersity:0.222918 contrast:3.488534 contrast_2:2.160310 REGRESSED radius:36.116000 shell:23.786889 polydispersity:0.232404 contrast:3.432921 contrast_2:1.881663
74 TRUE radius:422.281896 shell:96.395158 polydispersity:0.215040 contrast:1.361838 contrast_2:1.473843 REGRESSED radius:429.118756 shell:219.669463 polydispersity:0.235471 contrast:1.156562 contrast_2:2.105947
75 TRUE radius:382.238563 shell:199.884073 polydispersity:0.176041 contrast:3.009913 contrast_2:1.500714 REGRESSED radius:387.324184 shell:185.605771 polydispersity:0.239601 contrast:2.948320 contrast_2:1.980961
76 TRUE radius:78.854566 shell:52.908269 polydispersity:0.258049 contrast:2.855020 contrast_2:2.101674 REGRESSED radius:73.244634 shell:40.909352 polydispersity:0.244499 contrast:2.882474 contrast_2:2.016195
78 TRUE radius:44.825744 shell:30.214926 polydispersity:0.189379 contrast:2.775685 contrast_2:3.458794 REGRESSED radius:48.937406 shell:23.729587 polydispersity:0.197966 contrast:2.819852 contrast_2:2.587740
79 TRUE radius:421.610248 shell:371.348089 polydispersity:0.313807 contrast:2.544666 contrast_2:1.013914 REGRESSED radius:429.658354 shell:229.918552 polydispersity:0.262714 contrast:2.541887 contrast_2:1.667847
80 TRUE radius:49.729741 shell:34.097375 polydispersity:0.191026 contrast:1.399044 contrast_2:3.002023 REGRESSED radius:62.609107 shell:33.508445 polydispersity:0.192016 contrast:1.426757 contrast_2:1.910260
81 TRUE radius:98.990497 shell:47.568711 polydispersity:0.319623 contrast:3.022477 contrast_2:2.296455 REGRESSED radius:104.767359 shell:55.602347 polydispersity:0.250113 contrast:3.003776 contrast_2:1.769121
82 TRUE radius:182.207427 shell:60.339948 polydispersity:0.159500 contrast:2.930590 contrast_2:2.193625 REGRESSED radius:154.467588 shell:73.844426 polydispersity:0.225140 contrast:3.010813 contrast_2:1.625604
83 TRUE radius:170.986951 shell:132.687027 polydispersity:0.195399 contrast:2.252218 contrast_2:2.077578 REGRESSED radius:182.818901 shell:95.995970 polydispersity:0.201667 contrast:2.153633 contrast_2:2.168276
84 TRUE radius:78.805094 shell:53.941446 polydispersity:0.315537 contrast:1.214711 contrast_2:1.851590 REGRESSED radius:99.507929 shell:53.739909 polydispersity:0.239800 contrast:1.102996 contrast_2:1.862657
85 TRUE radius:134.157366 shell:106.023928 polydispersity:0.274719 contrast:2.343713 contrast_2:0.766286 REGRESSED radius:150.908225 shell:73.212427 polydispersity:0.219414 contrast:2.193986 contrast_2:1.706582
86 TRUE radius:459.282374 shell:326.946174 polydispersity:0.200262 contrast:1.690018 contrast_2:0.840258 REGRESSED radius:467.472775 shell:239.822362 polydispersity:0.288594 contrast:1.683791 contrast_2:1.817353
87 TRUE radius:90.721056 shell:31.524614 polydispersity:0.217075 contrast:3.216790 contrast_2:1.325492 REGRESSED radius:89.330039 shell:49.883599 polydispersity:0.263357 contrast:3.202900 contrast_2:1.413353
88 TRUE radius:213.519169 shell:176.578180 polydispersity:0.337183 contrast:3.449695 contrast_2:2.389746 REGRESSED radius:200.181106 shell:96.767348 polydispersity:0.239233 contrast:3.509723 contrast_2:1.267074
89 TRUE radius:148.670275 shell:42.703856 polydispersity:0.272657 contrast:3.396712 contrast_2:2.376642 REGRESSED radius:136.360129 shell:56.699994 polydispersity:0.258965 contrast:3.386517 contrast_2:2.095745
91 TRUE radius:127.868959 shell:25.940971 polydispersity:0.271457 contrast:3.168927 contrast_2:2.620412 REGRESSED radius:146.441023 shell:83.623339 polydispersity:0.244729 contrast:3.080197 contrast_2:2.727939
92 TRUE radius:224.968928 shell:125.575558 polydispersity:0.324502 contrast:2.534958 contrast_2:1.562711 REGRESSED radius:237.349646 shell:120.421002 polydispersity:0.260709 contrast:2.393171 contrast_2:1.757069
93 TRUE radius:110.059729 shell:64.435968 polydispersity:0.285326 contrast:2.476760 contrast_2:1.452402 REGRESSED radius:123.337730 shell:62.800830 polydispersity:0.253776 contrast:2.318939 contrast_2:1.904344
94 TRUE radius:44.616861 shell:28.980235 polydispersity:0.329509 contrast:3.082795 contrast_2:3.236749 REGRESSED radius:47.907042 shell:23.993866 polydispersity:0.235016 contrast:3.153604 contrast_2:2.758175
98 TRUE radius:407.190547 shell:349.564934 polydispersity:0.332580 contrast:2.518377 contrast_2:3.244847 REGRESSED radius:417.478686 shell:214.470870 polydispersity:0.194478 contrast:2.538360 contrast_2:0.522473
99 TRUE radius:124.126744 shell:91.860384 polydispersity:0.246367 contrast:2.660036 contrast_2:0.901721 REGRESSED radius:134.550453 shell:64.990568 polydispersity:0.239197 contrast:2.616204 contrast_2:1.708427
100 TRUE radius:93.286583 shell:78.479250 polydispersity:0.232232 contrast:2.397317 contrast_2:2.473062 REGRESSED radius:102.754887 shell:53.087090 polydispersity:0.209027 contrast:2.357104 contrast_2:2.062576
101 TRUE radius:131.935774 shell:41.321051 polydispersity:0.202713 contrast:3.311485 contrast_2:3.475498 REGRESSED radius:129.788213 shell:73.345330 polydispersity:0.229337 contrast:3.341713 contrast_2:3.038258
103 TRUE radius:360.836804 shell:223.390917 polydispersity:0.319904 contrast:2.885233 contrast_2:2.564573 REGRESSED radius:367.600132 shell:177.015466 polydispersity:0.234692 contrast:2.886301 contrast_2:2.194103
104 TRUE radius:41.302539 shell:26.229993 polydispersity:0.220315 contrast:3.069338 contrast_2:2.110599 REGRESSED radius:41.820753 shell:20.981582 polydispersity:0.223550 contrast:3.028329 contrast_2:2.799041
106 TRUE radius:203.188611 shell:53.528945 polydispersity:0.130982 contrast:0.689555 contrast_2:3.012132 REGRESSED radius:128.343606 shell:67.879235 polydispersity:0.253760 contrast:1.375763 contrast_2:1.560529
107 TRUE radius:50.377245 shell:25.246680 polydispersity:0.159012 contrast:1.579098 contrast_2:1.724102 REGRESSED radius:65.748673 shell:34.799870 polydispersity:0.213815 contrast:1.588664 contrast_2:2.146819
108 TRUE radius:107.780970 shell:39.917817 polydispersity:0.220567 contrast:2.749235 contrast_2:1.647562 REGRESSED radius:104.217080 shell:51.714650 polydispersity:0.260562 contrast:2.648565 contrast_2:1.750188
109 TRUE radius:220.928686 shell:66.060008 polydispersity:0.205984 contrast:1.041981 contrast_2:3.390103 REGRESSED radius:199.625966 shell:99.318217 polydispersity:0.266220 contrast:2.162906 contrast_2:1.206314
111 TRUE radius:446.787636 shell:376.535708 polydispersity:0.235164 contrast:3.380083 contrast_2:1.640776 REGRESSED radius:442.231010 shell:216.001906 polydispersity:0.149841 contrast:3.496945 contrast_2:0.804485
112 TRUE radius:270.688081 shell:149.704307 polydispersity:0.130488 contrast:2.226988 contrast_2:1.212068 REGRESSED radius:278.422538 shell:142.720426 polydispersity:0.244978 contrast:2.137293 contrast_2:1.824735
113 TRUE radius:341.890437 shell:74.417523 polydispersity:0.265435 contrast:2.311338 contrast_2:2.021755 REGRESSED radius:355.095921 shell:160.070534 polydispersity:0.249579 contrast:1.897358 contrast_2:2.305689
115 TRUE radius:94.197418 shell:76.375705 polydispersity:0.150558 contrast:1.029139 contrast_2:0.550404 REGRESSED radius:121.734030 shell:66.129396 polydispersity:0.247679 contrast:0.888245 contrast_2:1.890693
118 TRUE radius:198.863238 shell:74.038068 polydispersity:0.136259 contrast:3.238456 contrast_2:2.322775 REGRESSED radius:201.803772 shell:100.398203 polydispersity:0.208656 contrast:3.280220 contrast_2:2.521492
119 TRUE radius:120.024558 shell:80.340894 polydispersity:0.144795 contrast:1.099475 contrast_2:1.057535 REGRESSED radius:154.983949 shell:81.485080 polydispersity:0.237130 contrast:1.027995 contrast_2:1.634929
120 TRUE radius:168.593872 shell:104.788184 polydispersity:0.347434 contrast:3.031643 contrast_2:1.083628 REGRESSED radius:164.771801 shell:82.176622 polydispersity:0.261397 contrast:2.974246 contrast_2:1.267805
121 TRUE radius:338.881353 shell:238.984171 polydispersity:0.170011 contrast:2.379223 contrast_2:2.939300 REGRESSED radius:344.844099 shell:175.588682 polydispersity:0.244029 contrast:2.444972 contrast_2:2.122581
122 TRUE radius:64.054969 shell:44.750740 polydispersity:0.102533 contrast:3.204228 contrast_2:3.220613 REGRESSED radius:63.931974 shell:34.879978 polydispersity:0.174270 contrast:3.215428 contrast_2:2.499386
123 TRUE radius:353.556197 shell:230.988906 polydispersity:0.167514 contrast:2.801602 contrast_2:0.547756 REGRESSED radius:351.406469 shell:173.436363 polydispersity:0.236342 contrast:2.694917 contrast_2:1.486469
124 TRUE radius:463.635071 shell:293.293061 polydispersity:0.242061 contrast:0.841768 contrast_2:1.163377 REGRESSED radius:438.174580 shell:259.802520 polydispersity:0.274122 contrast:0.955998 contrast_2:1.441949
125 TRUE radius:237.777055 shell:194.534368 polydispersity:0.211403 contrast:3.496123 contrast_2:1.696587 REGRESSED radius:228.074866 shell:112.541426 polydispersity:0.147593 contrast:3.621499 contrast_2:2.085226
126 TRUE radius:69.927457 shell:37.781144 polydispersity:0.153290 contrast:1.158532 contrast_2:3.475951 REGRESSED radius:75.670113 shell:40.426260 polydispersity:0.235533 contrast:1.579641 contrast_2:1.851950
127 TRUE radius:59.652045 shell:42.804067 polydispersity:0.220079 contrast:2.758380 contrast_2:1.524604 REGRESSED radius:62.078632 shell:34.910352 polydispersity:0.214307 contrast:2.760202 contrast_2:1.946168
130 TRUE radius:125.280683 shell:100.273689 polydispersity:0.336353 contrast:1.726191 contrast_2:2.610652 REGRESSED radius:154.762872 shell:77.494618 polydispersity:0.224001 contrast:1.659518 contrast_2:1.809943
131 TRUE radius:243.306713 shell:193.666012 polydispersity:0.310723 contrast:2.225321 contrast_2:1.635327 REGRESSED radius:249.016400 shell:135.958778 polydispersity:0.227698 contrast:2.086746 contrast_2:2.131570
132 TRUE radius:48.067363 shell:27.462897 polydispersity:0.335782 contrast:2.053535 contrast_2:2.834935 REGRESSED radius:55.552372 shell:28.492944 polydispersity:0.213893 contrast:2.089704 contrast_2:2.277523
133 TRUE radius:41.341559 shell:27.546585 polydispersity:0.281393 contrast:2.078731 contrast_2:0.727097 REGRESSED radius:47.565215 shell:24.322862 polydispersity:0.214596 contrast:2.048620 contrast_2:2.124480
134 TRUE radius:328.112645 shell:295.798999 polydispersity:0.325618 contrast:2.799633 contrast_2:2.994801 REGRESSED radius:333.915123 shell:165.451014 polydispersity:0.111142 contrast:2.799647 contrast_2:1.359859
135 TRUE radius:365.546658 shell:119.325611 polydispersity:0.236601 contrast:0.732836 contrast_2:2.886531 REGRESSED radius:191.779666 shell:106.771319 polydispersity:0.273530 contrast:1.046573 contrast_2:1.618753
136 TRUE radius:365.615649 shell:220.738084 polydispersity:0.344073 contrast:1.762237 contrast_2:1.778846 REGRESSED radius:355.328688 shell:182.640771 polydispersity:0.239768 contrast:1.620882 contrast_2:1.491401
137 TRUE radius:138.472164 shell:98.980662 polydispersity:0.206704 contrast:2.408081 contrast_2:1.533072 REGRESSED radius:147.577036 shell:74.106703 polydispersity:0.227176 contrast:2.319078 contrast_2:1.812941
138 TRUE radius:153.427566 shell:44.374073 polydispersity:0.195907 contrast:2.110105 contrast_2:1.075044 REGRESSED radius:166.065683 shell:79.513393 polydispersity:0.269730 contrast:1.820187 contrast_2:1.628968
139 TRUE radius:457.113465 shell:293.381878 polydispersity:0.285553 contrast:3.151828 contrast_2:2.036873 REGRESSED radius:480.992476 shell:203.444754 polydispersity:0.118983 contrast:3.284230 contrast_2:0.752895
140 TRUE radius:362.445201 shell:218.753549 polydispersity:0.187641 contrast:2.863224 contrast_2:2.931517 REGRESSED radius:365.821605 shell:177.336595 polydispersity:0.200087 contrast:2.912155 contrast_2:2.791422
141 TRUE radius:168.118695 shell:135.003942 polydispersity:0.265127 contrast:3.446534 contrast_2:0.783122 REGRESSED radius:151.260398 shell:76.342551 polydispersity:0.215775 contrast:3.516241 contrast_2:1.590104
143 TRUE radius:172.630120 shell:129.880759 polydispersity:0.164464 contrast:1.153103 contrast_2:1.644081 REGRESSED radius:208.331703 shell:116.032505 polydispersity:0.165856 contrast:1.033564 contrast_2:1.778191
144 TRUE radius:114.042934 shell:29.517755 polydispersity:0.113377 contrast:3.206426 contrast_2:1.194035 REGRESSED radius:115.219031 shell:60.602237 polydispersity:0.229378 contrast:3.207685 contrast_2:1.987339
145 TRUE radius:72.116604 shell:48.413392 polydispersity:0.313410 contrast:0.781391 contrast_2:3.283454 REGRESSED radius:83.802383 shell:46.878904 polydispersity:0.236204 contrast:0.854108 contrast_2:2.319659
147 TRUE radius:198.848545 shell:34.792806 polydispersity:0.266307 contrast:0.674332 contrast_2:2.468911 REGRESSED radius:187.751188 shell:105.245354 polydispersity:0.287639 contrast:1.583262 contrast_2:1.467257
148 TRUE radius:63.362525 shell:39.391742 polydispersity:0.289101 contrast:0.959864 contrast_2:2.116424 REGRESSED radius:80.310794 shell:43.710170 polydispersity:0.226453 contrast:0.932969 contrast_2:2.215362
149 TRUE radius:44.815032 shell:25.210475 polydispersity:0.302304 contrast:1.987654 contrast_2:1.621439 REGRESSED radius:51.882352 shell:26.635239 polydispersity:0.223189 contrast:1.950374 contrast_2:1.928843
150 TRUE radius:50.389168 shell:30.119393 polydispersity:0.169273 contrast:2.390287 contrast_2:1.793090 REGRESSED radius:54.050741 shell:29.088899 polydispersity:0.198755 contrast:2.323344 contrast_2:1.962179
151 TRUE radius:292.718668 shell:103.735131 polydispersity:0.163762 contrast:3.258364 contrast_2:2.907933 REGRESSED radius:263.801463 shell:129.645868 polydispersity:0.245627 contrast:3.479608 contrast_2:2.189870
152 TRUE radius:163.271448 shell:82.160056 polydispersity:0.311553 contrast:1.911917 contrast_2:2.169729 REGRESSED radius:183.206460 shell:98.412020 polydispersity:0.278243 contrast:1.722777 contrast_2:2.077968
154 TRUE radius:116.687943 shell:92.249444 polydispersity:0.243129 contrast:1.619173 contrast_2:2.043639 REGRESSED radius:141.422301 shell:73.465075 polydispersity:0.210495 contrast:1.552026 contrast_2:1.801494
155 TRUE radius:134.775757 shell:93.905741 polydispersity:0.193179 contrast:0.733844 contrast_2:0.979492 REGRESSED radius:178.320178 shell:94.792107 polydispersity:0.225395 contrast:0.665579 contrast_2:1.775821
156 TRUE radius:48.908570 shell:27.814656 polydispersity:0.117217 contrast:3.481166 contrast_2:1.701297 REGRESSED radius:45.411228 shell:25.445825 polydispersity:0.203317 contrast:3.430344 contrast_2:2.054280
157 TRUE radius:185.898675 shell:118.925508 polydispersity:0.347174 contrast:0.933941 contrast_2:0.783422 REGRESSED radius:224.486557 shell:130.548379 polydispersity:0.238952 contrast:0.786725 contrast_2:1.224277
158 TRUE radius:101.443854 shell:39.781986 polydispersity:0.260958 contrast:3.079697 contrast_2:3.345771 REGRESSED radius:88.614601 shell:42.581132 polydispersity:0.235252 contrast:3.131507 contrast_2:2.910042
160 TRUE radius:104.041088 shell:25.841291 polydispersity:0.262370 contrast:3.449628 contrast_2:1.656852 REGRESSED radius:90.626978 shell:44.469025 polydispersity:0.245117 contrast:3.390510 contrast_2:1.698550
